case_id,session_id,event_type,actor,actor_type,title,description,details,status,priority,timestamp,created_at,updated_at
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:21:00.095Z,2025-07-23T17:21:00.132Z,2025-07-23T17:21:00.132Z
XSX-4118,JIR-1753291252288-tyjom7nf,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 1/7",completed,medium,2025-07-23T17:21:00.161Z,2025-07-23T17:21:00.168Z,2025-07-23T17:21:00.168Z
XSX-4118,JIR-1753291252288-tyjom7nf,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/7",completed,medium,2025-07-23T17:21:06.438Z,2025-07-23T17:21:06.441Z,2025-07-23T17:21:06.441Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-07-23T17:21:07.452Z,2025-07-23T17:21:07.469Z,2025-07-23T17:21:07.469Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Completed,Agent successfully completed processing,"Agent: Field Comparison Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Field Comparison Agent"",""status"":""completed"",""confidence"":0.92,""summary"":""Field Comparison Agent completed successfully - placeholder execution""}",completed,medium,2025-07-23T17:21:09.476Z,2025-07-23T17:21:09.496Z,2025-07-23T17:21:09.496Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-07-23T17:21:09.505Z,2025-07-23T17:21:09.531Z,2025-07-23T17:21:09.531Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Completed,Agent successfully completed processing,"Agent: Mismatch Summary Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Mismatch Summary Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Mismatch Summary Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:21:14.885Z,2025-07-23T17:21:14.921Z,2025-07-23T17:21:14.921Z
XSX-4118,JIR-1753291252288-tyjom7nf,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/7",completed,medium,2025-07-23T17:21:14.927Z,2025-07-23T17:21:14.931Z,2025-07-23T17:21:14.931Z
XSX-4118,JIR-1753291252288-tyjom7nf,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Mismatch Summary Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-07-23T17:21:14.937Z,2025-07-23T17:21:14.937Z,2025-07-23T17:21:14.937Z
XSX-4118,JIR-1753291252288-tyjom7nf,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved mismatch summary_jira request,"Request: Mismatch Summary Ready
Response: Approved
Decision: approved",completed,high,2025-07-23T17:21:18.546Z,2025-07-23T17:21:18.546Z,2025-07-23T17:21:18.546Z
XSX-4118,JIR-1753291252288-tyjom7nf,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 1/7",completed,medium,2025-07-23T17:21:19.174Z,2025-07-23T17:21:19.177Z,2025-07-23T17:21:19.177Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-07-23T17:21:19.196Z,2025-07-23T17:21:19.216Z,2025-07-23T17:21:19.216Z
XSX-4118,JIR-1753291252288-tyjom7nf,system_event,System,system,Workflow Status Changed,Status changed from running to pending_human_response,"Previous Status: running
New Status: pending_human_response
Step: 1/7",completed,medium,2025-07-23T17:21:23.124Z,2025-07-23T17:21:23.127Z,2025-07-23T17:21:23.127Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T17:25:20.176Z,2025-07-23T17:25:20.207Z,2025-07-23T17:25:20.207Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:25:25.739Z,2025-07-23T17:25:25.763Z,2025-07-23T17:25:25.763Z
XSX-4118,JIR-1753291252288-tyjom7nf,system_event,System,system,Workflow Status Changed,Status changed from pending_human_response to pending_data_extraction,"Previous Status: pending_human_response
New Status: pending_data_extraction
Step: 3/7",completed,medium,2025-07-23T17:25:25.785Z,2025-07-23T17:25:25.804Z,2025-07-23T17:25:25.804Z
XSX-4118,JIR-1753291252288-tyjom7nf,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/7",completed,medium,2025-07-23T17:25:31.714Z,2025-07-23T17:25:31.716Z,2025-07-23T17:25:31.716Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-07-23T17:25:32.736Z,2025-07-23T17:25:32.752Z,2025-07-23T17:25:32.752Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Completed,Agent successfully completed processing,"Agent: Field Comparison Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Field Comparison Agent"",""status"":""completed"",""confidence"":0.92,""summary"":""Field Comparison Agent completed successfully - placeholder execution""}",completed,medium,2025-07-23T17:25:34.758Z,2025-07-23T17:25:34.781Z,2025-07-23T17:25:34.781Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-07-23T17:25:34.786Z,2025-07-23T17:25:34.891Z,2025-07-23T17:25:34.891Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Completed,Agent successfully completed processing,"Agent: Mismatch Summary Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Mismatch Summary Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Mismatch Summary Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:25:40.232Z,2025-07-23T17:25:40.262Z,2025-07-23T17:25:40.262Z
XSX-4118,JIR-1753291252288-tyjom7nf,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/7",completed,medium,2025-07-23T17:25:40.268Z,2025-07-23T17:25:40.271Z,2025-07-23T17:25:40.271Z
XSX-4118,JIR-1753291252288-tyjom7nf,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Mismatch Summary Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-07-23T17:25:40.394Z,2025-07-23T17:25:40.394Z,2025-07-23T17:25:40.394Z
XSX-4118,JIR-1753291252288-tyjom7nf,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved mismatch summary_jira request,"Request: Mismatch Summary Ready
Response: Approved
Decision: approved",completed,high,2025-07-23T17:25:43.819Z,2025-07-23T17:25:43.819Z,2025-07-23T17:25:43.819Z
XSX-4118,JIR-1753291252288-tyjom7nf,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 1/7",completed,medium,2025-07-23T17:25:44.374Z,2025-07-23T17:25:44.376Z,2025-07-23T17:25:44.376Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Communication Agent,agent,Communication Agent Completed,Agent successfully completed processing,"Agent: Communication Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Communication Agent"",""status"":""completed"",""confidence"":0.96,""summary"":""Human response detected and logged: \""accepted\""""}",completed,medium,2025-07-23T17:25:47.742Z,2025-07-23T17:25:47.771Z,2025-07-23T17:25:47.771Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Started,Agent processing started for sanctions_check,"Agent Type: sanctions_check
Status: started
Progress: 0%",completed,medium,2025-07-23T17:25:47.776Z,2025-07-23T17:25:47.807Z,2025-07-23T17:25:47.807Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Completed,Agent successfully completed processing,"Agent: Sanctions Check Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Sanctions Check Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:25:53.095Z,2025-07-23T17:25:53.128Z,2025-07-23T17:25:53.128Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Policy Integration Agent,agent,Policy Integration Agent Started,Agent processing started for policy_integration,"Agent Type: policy_integration
Status: started
Progress: 0%",completed,medium,2025-07-23T17:25:53.152Z,2025-07-23T17:25:53.182Z,2025-07-23T17:25:53.182Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Policy Integration Agent,agent,Policy Integration Agent Completed,Agent successfully completed processing,"Agent: Policy Integration Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Policy Integration Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Policy Integration Agent completed successfully - placeholder execution""}",completed,medium,2025-07-23T17:25:55.301Z,2025-07-23T17:25:55.340Z,2025-07-23T17:25:55.340Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Final Decision Agent,agent,Final Decision Agent Started,Agent processing started for final_decision,"Agent Type: final_decision
Status: started
Progress: 0%",completed,medium,2025-07-23T17:25:55.346Z,2025-07-23T17:25:55.382Z,2025-07-23T17:25:55.382Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Final Decision Agent,agent,Final Decision Agent Completed,Agent successfully completed processing,"Agent: Final Decision Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Final Decision Agent"",""status"":""completed"",""confidence"":0.94,""summary"":""Final Decision Agent completed successfully - placeholder execution""}",completed,medium,2025-07-23T17:25:57.388Z,2025-07-23T17:25:57.419Z,2025-07-23T17:25:57.419Z
XSX-4118,JIR-1753291252288-tyjom7nf,system_event,System,system,Workflow Status Changed,Status changed from running to completed,"Previous Status: running
New Status: completed
Step: 5/7",completed,medium,2025-07-23T17:25:57.425Z,2025-07-23T17:25:57.427Z,2025-07-23T17:25:57.427Z
XSX-4118,JIR-1753291798136-5vn6ken8,system_event,System,system,Workflow Started,Slip - Reference 23123131313 workflow initiated,"Workflow Type: jira
Case ID: XSX-4118
Total Steps: 7",completed,medium,2025-07-23T17:29:58.136Z,2025-07-23T17:29:58.139Z,2025-07-23T17:29:58.139Z
XSX-4118,JIR-1753291798136-5vn6ken8,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T17:30:00.390Z,2025-07-23T17:30:00.412Z,2025-07-23T17:30:00.412Z
XSX-4118,JIR-1753291798136-5vn6ken8,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:30:05.884Z,2025-07-23T17:30:05.922Z,2025-07-23T17:30:05.922Z
XSX-4118,JIR-1753291798136-5vn6ken8,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 1/7",completed,medium,2025-07-23T17:30:05.949Z,2025-07-23T17:30:05.955Z,2025-07-23T17:30:05.955Z
XSX-4118,JIR-1753291798136-5vn6ken8,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/7",completed,medium,2025-07-23T17:30:14.992Z,2025-07-23T17:30:14.994Z,2025-07-23T17:30:14.994Z
XSX-4118,JIR-1753291798136-5vn6ken8,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-07-23T17:30:16.008Z,2025-07-23T17:30:16.030Z,2025-07-23T17:30:16.030Z
XSX-4118,JIR-1753291798136-5vn6ken8,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Completed,Agent successfully completed processing,"Agent: Field Comparison Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Field Comparison Agent"",""status"":""completed"",""confidence"":0.92,""summary"":""Field Comparison Agent completed successfully - placeholder execution""}",completed,medium,2025-07-23T17:30:18.038Z,2025-07-23T17:30:18.059Z,2025-07-23T17:30:18.059Z
XSX-4118,JIR-1753291798136-5vn6ken8,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-07-23T17:30:18.066Z,2025-07-23T17:30:18.095Z,2025-07-23T17:30:18.095Z
XSX-4118,JIR-1753291798136-5vn6ken8,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Completed,Agent successfully completed processing,"Agent: Mismatch Summary Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Mismatch Summary Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Mismatch Summary Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:30:23.553Z,2025-07-23T17:30:23.575Z,2025-07-23T17:30:23.575Z
XSX-4118,JIR-1753291798136-5vn6ken8,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/7",completed,medium,2025-07-23T17:30:23.583Z,2025-07-23T17:30:23.585Z,2025-07-23T17:30:23.585Z
XSX-4118,JIR-1753291798136-5vn6ken8,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Mismatch Summary Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-07-23T17:30:23.686Z,2025-07-23T17:30:23.686Z,2025-07-23T17:30:23.686Z
